contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,365,0.509589,-0.11828,-0.050279,38,1.626407,121,0.081543,true,0.981183,N02852
TRINITY_DN3_c0_g1_i1,452,0.59292,0.149254,0.043478,78,2.008202,150,0.098389,true,0.997792,N02895
TRINITY_DN1_c0_g1_i1,348,0.505747,-0.045455,0.0,32,1.440994,115,0.079102,true,0.974138,N02962
TRINITY_DN1_c0_g1_i10,326,0.506135,-0.090909,0.080745,35,1.69037,108,0.076172,true,0.993884,N02959
TRINITY_DN1_c0_g1_i11,321,0.529595,-0.129412,0.099338,35,1.581503,107,0.070068,true,0.826873,N02901
TRINITY_DN1_c0_g1_i12,354,0.491525,-0.034483,0.033333,36,1.685714,117,0.081299,true,0.988701,N02892
TRINITY_DN1_c0_g1_i13,384,0.502604,-0.046632,0.089005,36,1.487731,127,0.084229,false,NA,NA
TRINITY_DN1_c0_g1_i2,330,0.509091,-0.095238,-0.061728,33,1.557494,110,0.073242,false,NA,NA
TRINITY_DN1_c0_g1_i3,301,0.538206,-0.111111,-0.107914,43,1.997377,100,0.067871,true,0.750636,N02894
TRINITY_DN1_c0_g1_i4,348,0.494253,-0.046512,0.034091,34,1.603252,115,0.080566,true,0.979943,N02890
TRINITY_DN1_c0_g1_i5,330,0.533333,-0.068182,-0.012987,38,1.626881,110,0.073975,true,0.828283,N02897
TRINITY_DN1_c0_g1_i6,393,0.480916,-0.015873,-0.039216,36,1.584677,130,0.087646,true,0.992366,N02886
TRINITY_DN1_c0_g1_i7,326,0.48773,-0.044025,0.017964,31,1.602093,108,0.074707,true,0.900585,N02889
TRINITY_DN1_c0_g1_i9,348,0.511494,-0.067416,0.023529,39,1.721243,115,0.080322,true,0.994253,N02884
TRINITY_DN5_c0_g1_i1,422,0.632701,-0.071161,0.019355,81,1.927701,140,0.091309,true,0.992908,N02896
TRINITY_DN4_c0_g1_i1,381,0.509186,-0.020619,0.048128,36,1.458373,126,0.083984,true,0.992188,N02903
